cod_mun,cod_sec,municipio,provincia,dis_sec,y19,y15,var1519
15001,,Abegondo,A Coruña,,17150,14350,19.5121951219512
15002,,Ames,A Coruña,,17150,15050,13.953488372093
15003,,Aranga,A Coruña,,15750,13650,15.3846153846154
15004,,Ares,A Coruña,,16450,14350,14.6341463414634
15005,,Arteixo,A Coruña,,15750,13650,15.3846153846154
15006,,Arzúa,A Coruña,,15050,12250,22.8571428571429
15007,,A Baña,A Coruña,,15050,12950,16.2162162162162
15008,,Bergondo,A Coruña,,17850,15050,18.6046511627907
15009,,Betanzos,A Coruña,,15750,14350,9.75609756097561
15010,,Boimorto,A Coruña,,15050,12250,22.8571428571429
15011,,Boiro,A Coruña,,15750,12950,21.6216216216216
15012,,Boqueixón,A Coruña,,16450,14350,14.6341463414634
15013,,Brión,A Coruña,,17150,14350,19.5121951219512
15014,,Cabana de Bergantiños,A Coruña,,15050,12950,16.2162162162162
15015,,Cabanas,A Coruña,,17850,15750,13.3333333333333
15016,,Camariñas,A Coruña,,12950,10850,19.3548387096774
15017,,Cambre,A Coruña,,17150,15050,13.953488372093
15018,,A Capela,A Coruña,,17150,14350,19.5121951219512
15019,,Carballo,A Coruña,,15050,12250,22.8571428571429
15901,,Cariño,A Coruña,,14350,11550,24.2424242424242
15020,,Carnota,A Coruña,,15050,12950,16.2162162162162
15021,,Carral,A Coruña,,16450,14350,14.6341463414634
15022,,Cedeira,A Coruña,,14350,12250,17.1428571428571
15023,,Cee,A Coruña,,15050,12950,16.2162162162162
15024,,Cerceda,A Coruña,,18550,15050,23.2558139534884
15025,,Cerdido,A Coruña,,14350,11550,24.2424242424242
15027,,Coirós,A Coruña,,17850,15050,18.6046511627907
15028,,Corcubión,A Coruña,,15750,12950,21.6216216216216
15029,,Coristanco,A Coruña,,14350,12250,17.1428571428571
15030,,A Coruña,A Coruña,,18550,16450,12.7659574468085
15031,,Culleredo,A Coruña,,17150,15050,13.953488372093
15032,,Curtis,A Coruña,,15750,12950,21.6216216216216
15033,,Dodro,A Coruña,,15750,12950,21.6216216216216
15034,,Dumbría,A Coruña,,16450,12950,27.027027027027
15035,,Fene,A Coruña,,17850,15050,18.6046511627907
15036,,Ferrol,A Coruña,,17150,15050,13.953488372093
15037,,Fisterra,A Coruña,,12950,10150,27.5862068965517
15038,,Frades,A Coruña,,15750,12950,21.6216216216216
15039,,Irixoa,A Coruña,,15750,12950,21.6216216216216
15041,,A Laracha,A Coruña,,15750,13650,15.3846153846154
15040,,Laxe,A Coruña,,14350,11550,24.2424242424242
15042,,Lousame,A Coruña,,15750,12950,21.6216216216216
15043,,Malpica de Bergantiños,A Coruña,,14350,12250,17.1428571428571
15044,,Mañón,A Coruña,,15050,12950,16.2162162162162
15045,,Mazaricos,A Coruña,,15750,12250,28.5714285714286
15046,,Melide,A Coruña,,13650,11550,18.1818181818182
15047,,Mesía,A Coruña,,15050,12950,16.2162162162162
15048,,Miño,A Coruña,,16450,14350,14.6341463414634
15049,,Moeche,A Coruña,,14350,11550,24.2424242424242
15050,,Monfero,A Coruña,,15750,12950,21.6216216216216
15051,,Mugardos,A Coruña,,16450,14350,14.6341463414634
15053,,Muros,A Coruña,,15050,12250,22.8571428571429
15052,,Muxía,A Coruña,,12950,10850,19.3548387096774
15054,,Narón,A Coruña,,16450,14350,14.6341463414634
15055,,Neda,A Coruña,,16450,14350,14.6341463414634
15056,,Negreira,A Coruña,,15050,12250,22.8571428571429
15057,,Noia,A Coruña,,15750,13650,15.3846153846154
15058,,Oleiros,A Coruña,,19950,17150,16.3265306122449
15059,,Ordes,A Coruña,,15750,13650,15.3846153846154
15060,,Oroso,A Coruña,,16450,14350,14.6341463414634
15061,,Ortigueira,A Coruña,,14350,12250,17.1428571428571
15062,,Outes,A Coruña,,15050,12950,16.2162162162162
15902,,Oza-Cesuras,A Coruña,,15750,13650,15.3846153846154
15064,,Paderne,A Coruña,,16450,15050,9.30232558139535
15065,,Padrón,A Coruña,,15750,12950,21.6216216216216
15066,,O Pino,A Coruña,,15750,12950,21.6216216216216
15067,,A Pobra do Caramiñal,A Coruña,,15750,13650,15.3846153846154
15068,,Ponteceso,A Coruña,,15050,12950,16.2162162162162
15069,,Pontedeume,A Coruña,,16450,14350,14.6341463414634
15070,,As Pontes de García Rodríguez,A Coruña,,19950,18550,7.54716981132075
15071,,Porto do Son,A Coruña,,14350,12250,17.1428571428571
15072,,Rianxo,A Coruña,,15750,12950,21.6216216216216
15073,,Ribeira,A Coruña,,15050,12950,16.2162162162162
15074,,Rois,A Coruña,,15750,12950,21.6216216216216
15075,,Sada,A Coruña,,16450,14350,14.6341463414634
15076,,San Sadurniño,A Coruña,,16450,13650,20.5128205128205
15077,,Santa Comba,A Coruña,,15050,12250,22.8571428571429
15078,,Santiago de Compostela,A Coruña,,19250,16450,17.0212765957447
15079,,Santiso,A Coruña,,13650,11550,18.1818181818182
15080,,Sobrado,A Coruña,,15050,11550,30.3030303030303
15081,,As Somozas,A Coruña,,16450,14350,14.6341463414634
15082,,Teo,A Coruña,,17850,15050,18.6046511627907
15083,,Toques,A Coruña,,12250,10150,20.6896551724138
15084,,Tordoia,A Coruña,,15750,12950,21.6216216216216
15085,,Touro,A Coruña,,15750,12250,28.5714285714286
15086,,Trazo,A Coruña,,16450,13650,20.5128205128205
15088,,Val do Dubra,A Coruña,,15750,12950,21.6216216216216
15087,,Valdoviño,A Coruña,,16450,14350,14.6341463414634
15089,,Vedra,A Coruña,,16450,14350,14.6341463414634
15091,,Vilarmaior,A Coruña,,16450,14350,14.6341463414634
15090,,Vilasantar,A Coruña,,15750,12950,21.6216216216216
15092,,Vimianzo,A Coruña,,15050,12250,22.8571428571429
15093,,Zas,A Coruña,,15050,12950,16.2162162162162
02001,,Abengibre,Albacete,,15750,12250,28.5714285714286
02002,,Alatoz,Albacete,,11550,10150,13.7931034482759
02003,,Albacete,Albacete,,16450,13650,20.5128205128205
02004,,Albatana,Albacete,,11550,9450,22.2222222222222
02005,,Alborea,Albacete,,11550,9450,22.2222222222222
02006,,Alcadozo,Albacete,,12250,10150,20.6896551724138
02007,,Alcalá del Júcar,Albacete,,12250,9450,29.6296296296296
02008,,Alcaraz,Albacete,,12250,10850,12.9032258064516
02009,,Almansa,Albacete,,14350,12250,17.1428571428571
02010,,Alpera,Albacete,,12250,10150,20.6896551724138
02011,,Ayna,Albacete,,13650,11550,18.1818181818182
02012,,Balazote,Albacete,,13650,10850,25.8064516129032
02014,,El Ballestero,Albacete,,15050,10150,48.2758620689655
02013,,Balsa de Ves,Albacete,,13650,10150,34.4827586206897
02015,,Barrax,Albacete,,12250,10150,20.6896551724138
02016,,Bienservida,Albacete,,11550,9450,22.2222222222222
02017,,Bogarra,Albacete,,11550,9450,22.2222222222222
02018,,Bonete,Albacete,,12250,10850,12.9032258064516
02019,,El Bonillo,Albacete,,12950,10150,27.5862068965517
02020,,Carcelén,Albacete,,12250,10150,20.6896551724138
02021,,Casas de Juan Núñez,Albacete,,12950,10150,27.5862068965517
02022,,Casas de Lázaro,Albacete,,14350,11550,24.2424242424242
02023,,Casas de Ves,Albacete,,12950,9450,37.037037037037
02024,,Casas-Ibáñez,Albacete,,12950,10850,19.3548387096774
02025,,Caudete,Albacete,,12950,10850,19.3548387096774
02026,,Cenizate,Albacete,,10850,8750,24
02029,,Chinchilla de Monte-Aragón,Albacete,,14350,12250,17.1428571428571
02027,,Corral-Rubio,Albacete,,13650,11550,18.1818181818182
02028,,Cotillas,Albacete,,10850,9450,14.8148148148148
02030,,Elche de la Sierra,Albacete,,12250,10150,20.6896551724138
02031,,Férez,Albacete,,11550,10150,13.7931034482759
02032,,Fuensanta,Albacete,,12950,11550,12.1212121212121
02033,,Fuente-Álamo,Albacete,,11550,8750,32
02034,,Fuentealbilla,Albacete,,12250,10150,20.6896551724138
02035,,La Gineta,Albacete,,14350,11550,24.2424242424242
02036,,Golosalvo,Albacete,,NA,8750,NA
02037,,Hellín,Albacete,,12250,10150,20.6896551724138
02038,,La Herrera,Albacete,,12250,12250,0
02039,,Higueruela,Albacete,,13650,11550,18.1818181818182
02040,,Hoya-Gonzalo,Albacete,,16450,12950,27.027027027027
02041,,Jorquera,Albacete,,10150,9450,7.40740740740741
02042,,Letur,Albacete,,11550,10150,13.7931034482759
02043,,Lezuza,Albacete,,12950,10150,27.5862068965517
02044,,Liétor,Albacete,,11550,10150,13.7931034482759
02045,,Madrigueras,Albacete,,14350,11550,24.2424242424242
02046,,Mahora,Albacete,,12950,10850,19.3548387096774
02047,,Masegoso,Albacete,,16450,13300,23.6842105263158
02048,,Minaya,Albacete,,12950,10850,19.3548387096774
02049,,Molinicos,Albacete,,12250,10850,12.9032258064516
02050,,Montalvos,Albacete,,NA,14350,NA
02051,,Montealegre del Castillo,Albacete,,12250,10150,20.6896551724138
02052,,Motilleja,Albacete,,12250,10850,12.9032258064516
02053,,Munera,Albacete,,12250,9450,29.6296296296296
02054,,Navas de Jorquera,Albacete,,12950,10850,19.3548387096774
02055,,Nerpio,Albacete,,11550,9450,22.2222222222222
02056,,Ontur,Albacete,,12250,9450,29.6296296296296
02057,,Ossa de Montiel,Albacete,,12250,9450,29.6296296296296
02058,,Paterna del Madera,Albacete,,12250,10150,20.6896551724138
02060,,Peñas de San Pedro,Albacete,,14350,12250,17.1428571428571
02059,,Peñascosa,Albacete,,13650,11550,18.1818181818182
02061,,Pétrola,Albacete,,12950,10150,27.5862068965517
02062,,Povedilla,Albacete,,12950,10850,19.3548387096774
02901,,Pozo Cañada,Albacete,,12950,10150,27.5862068965517
02063,,Pozohondo,Albacete,,12250,10850,12.9032258064516
02064,,Pozo-Lorente,Albacete,,12950,10850,19.3548387096774
02065,,Pozuelo,Albacete,,15050,11550,30.3030303030303
02066,,La Recueja,Albacete,,12250,9450,29.6296296296296
02067,,Riópar,Albacete,,11550,9450,22.2222222222222
02068,,Robledo,Albacete,,14350,11550,24.2424242424242
02069,,La Roda,Albacete,,12950,10850,19.3548387096774
02070,,Salobre,Albacete,,12950,10850,19.3548387096774
02071,,San Pedro,Albacete,,12950,10850,19.3548387096774
02072,,Socovos,Albacete,,10850,8750,24
02073,,Tarazona de la Mancha,Albacete,,11550,9450,22.2222222222222
02074,,Tobarra,Albacete,,11550,9450,22.2222222222222
02075,,Valdeganga,Albacete,,13650,10850,25.8064516129032
02076,,Vianos,Albacete,,13650,9450,44.4444444444444
02077,,Villa de Ves,Albacete,,NA,NA,NA
02078,,Villalgordo del Júcar,Albacete,,12250,10850,12.9032258064516
02079,,Villamalea,Albacete,,12250,10150,20.6896551724138
02080,,Villapalacios,Albacete,,13650,10850,25.8064516129032
02081,,Villarrobledo,Albacete,,13650,10850,25.8064516129032
02082,,Villatoya,Albacete,,15750,12250,28.5714285714286
02083,,Villavaliente,Albacete,,12950,10150,27.5862068965517
02084,,Villaverde de Guadalimar,Albacete,,10850,8750,24
02085,,Viveros,Albacete,,12950,11550,12.1212121212121
02086,,Yeste,Albacete,,11550,9450,22.2222222222222
03002,,Agost,Alicante,,12950,10850,19.3548387096774
03003,,Agres,Alicante,,15750,12950,21.6216216216216
03004,,Aigües,Alicante,,15050,13650,10.2564102564103
03005,,Albatera,Alicante,,11550,10150,13.7931034482759
03006,,Alcalalí,Alicante,,12950,11550,12.1212121212121
03007,,Alcocer de Planes,Alicante,,17150,13650,25.6410256410256
03008,,Alcoleja,Alicante,,15750,11550,36.3636363636364
03009,,Alcoy/Alcoi,Alicante,,15050,12250,22.8571428571429
03010,,Alfafara,Alicante,,15050,12250,22.8571428571429
03011,,L'Alfàs del Pi,Alicante,,13650,10850,25.8064516129032
03012,,Algorfa,Alicante,,12250,10150,20.6896551724138
03013,,Algueña,Alicante,,13650,11550,18.1818181818182
03014,,Alicante/Alacant,Alicante,,15050,12950,16.2162162162162
03015,,Almoradí,Alicante,,10850,8750,24
03016,,Almudaina,Alicante,,18550,12950,43.2432432432432
03017,,L'Alqueria d'Asnar,Alicante,,15050,11550,30.3030303030303
03018,,Altea,Alicante,,13650,11550,18.1818181818182
03019,,Aspe,Alicante,,12250,10150,20.6896551724138
03001,,L'Atzúbia,Alicante,,15750,12250,28.5714285714286
03020,,Balones,Alicante,,14350,12250,17.1428571428571
03021,,Banyeres de Mariola,Alicante,,15750,12950,21.6216216216216
03022,,Benasau,Alicante,,19250,13650,41.025641025641
03023,,Beneixama,Alicante,,15750,12250,28.5714285714286
03024,,Benejúzar,Alicante,,12250,10150,20.6896551724138
03025,,Benferri,Alicante,,13650,11550,18.1818181818182
03026,,Beniarbeig,Alicante,,12950,10850,19.3548387096774
03027,,Beniardá,Alicante,,14000,11550,21.2121212121212
03028,,Beniarrés,Alicante,,12950,10850,19.3548387096774
03030,,Benidoleig,Alicante,,12950,12250,5.71428571428571
03031,,Benidorm,Alicante,,13650,11550,18.1818181818182
03032,,Benifallim,Alicante,,22050,17850,23.5294117647059
03033,,Benifato,Alicante,,14350,9800,46.4285714285714
03029,,Benigembla,Alicante,,12250,10850,12.9032258064516
03034,,Benijófar,Alicante,,12950,9450,37.037037037037
03035,,Benilloba,Alicante,,15750,12250,28.5714285714286
03036,,Benillup,Alicante,,NA,NA,NA
03037,,Benimantell,Alicante,,14350,11550,24.2424242424242
03038,,Benimarfull,Alicante,,15050,12250,22.8571428571429
03039,,Benimassot,Alicante,,NA,12950,NA
03040,,Benimeli,Alicante,,12950,11550,12.1212121212121
03041,,Benissa,Alicante,,13650,11550,18.1818181818182
03042,,"Benitachell/Poble Nou de Benitatxell, el",Alicante,,12950,10850,19.3548387096774
03043,,Biar,Alicante,,15050,12250,22.8571428571429
03044,,Bigastro,Alicante,,12950,10150,27.5862068965517
03045,,Bolulla,Alicante,,11550,9450,22.2222222222222
03046,,Busot,Alicante,,13650,11550,18.1818181818182
03049,,Callosa de Segura,Alicante,,11550,9450,22.2222222222222
03048,,Callosa d'en Sarrià,Alicante,,12250,10850,12.9032258064516
03047,,Calp,Alicante,,12950,10850,19.3548387096774
03050,,El Campello,Alicante,,15050,12950,16.2162162162162
03051,,El Campo de Mirra/El Camp de Mirra,Alicante,,13650,10150,34.4827586206897
03052,,Cañada,Alicante,,14350,11550,24.2424242424242
03053,,Castalla,Alicante,,14350,11550,24.2424242424242
03054,,Castell de Castells,Alicante,,12950,11550,12.1212121212121
03075,,El Castell de Guadalest,Alicante,,14350,11550,24.2424242424242
03055,,Catral,Alicante,,12250,10150,20.6896551724138
03056,,Cocentaina,Alicante,,14350,11550,24.2424242424242
03057,,Confrides,Alicante,,10150,9450,7.40740740740741
03058,,Cox,Alicante,,12250,10150,20.6896551724138
03059,,Crevillent,Alicante,,12250,10150,20.6896551724138
03061,,Daya Nueva,Alicante,,12950,10150,27.5862068965517
03062,,Daya Vieja,Alicante,,12950,10850,19.3548387096774
03063,,Dénia,Alicante,,13650,11550,18.1818181818182
03064,,Dolores,Alicante,,11550,9450,22.2222222222222
03065,,Elche/Elx,Alicante,,12950,10850,19.3548387096774
03066,,Elda,Alicante,,12250,10150,20.6896551724138
03067,,Facheca,Alicante,,19250,15750,22.2222222222222
03068,,Famorca,Alicante,,NA,NA,NA
03069,,Finestrat,Alicante,,14350,12250,17.1428571428571
03077,,El Fondó de les Neus/El Hondón de las Nieves,Alicante,,12950,10150,27.5862068965517
03070,,Formentera del Segura,Alicante,,11550,8750,32
03072,,Gaianes,Alicante,,15050,12950,16.2162162162162
03071,,Gata de Gorgos,Alicante,,12950,10850,19.3548387096774
03073,,Gorga,Alicante,,17850,12950,37.8378378378378
03074,,Granja de Rocamora,Alicante,,12950,10850,19.3548387096774
03076,,Guardamar del Segura,Alicante,,13650,11550,18.1818181818182
03078,,Hondón de los Frailes,Alicante,,11550,9450,22.2222222222222
03079,,Ibi,Alicante,,15750,12950,21.6216216216216
03080,,Jacarilla,Alicante,,13650,10850,25.8064516129032
03082,,Jávea/Xàbia,Alicante,,12250,10850,12.9032258064516
03083,,Jijona/Xixona,Alicante,,16450,14350,14.6341463414634
03085,,Llíber,Alicante,,12950,10850,19.3548387096774
03084,,Lorcha/L'Orxa,Alicante,,15750,12250,28.5714285714286
03086,,Millena,Alicante,,14350,11550,24.2424242424242
03088,,Monforte del Cid,Alicante,,13650,10850,25.8064516129032
03089,,Monóvar/Monòver,Alicante,,12250,10150,20.6896551724138
03903,,Los Montesinos,Alicante,,12250,10850,12.9032258064516
03091,,Murla,Alicante,,13650,12250,11.4285714285714
03092,,Muro de Alcoy,Alicante,,13650,11550,18.1818181818182
03090,,Mutxamel,Alicante,,15750,12950,21.6216216216216
03093,,Novelda,Alicante,,13650,11550,18.1818181818182
03094,,La Nucia,Alicante,,14350,12250,17.1428571428571
03095,,Ondara,Alicante,,12950,10850,19.3548387096774
03096,,Onil,Alicante,,15750,12950,21.6216216216216
03097,,Orba,Alicante,,13650,12250,11.4285714285714
03099,,Orihuela,Alicante,,12950,10850,19.3548387096774
03098,,Orxeta,Alicante,,15050,11550,30.3030303030303
03100,,Parcent,Alicante,,12950,10850,19.3548387096774
03101,,Pedreguer,Alicante,,13650,11550,18.1818181818182
03102,,Pego,Alicante,,13650,11550,18.1818181818182
03103,,Penàguila,Alicante,,14350,12250,17.1428571428571
03104,,Petrer,Alicante,,12950,10850,19.3548387096774
03902,,Pilar de la Horadada,Alicante,,12950,10850,19.3548387096774
03105,,El Pinós/Pinoso,Alicante,,12250,10150,20.6896551724138
03106,,Planes,Alicante,,13650,11550,18.1818181818182
03901,,Els Poblets,Alicante,,13650,11550,18.1818181818182
03107,,Polop,Alicante,,13650,11550,18.1818181818182
03060,,Quatretondeta,Alicante,,12950,12250,5.71428571428571
03109,,Rafal,Alicante,,12250,10150,20.6896551724138
03110,,El Ràfol d'Almúnia,Alicante,,15050,12250,22.8571428571429
03111,,Redován,Alicante,,12250,9450,29.6296296296296
03112,,Relleu,Alicante,,15050,12250,22.8571428571429
03113,,Rojales,Alicante,,11550,10150,13.7931034482759
03114,,La Romana,Alicante,,12250,10850,12.9032258064516
03115,,Sagra,Alicante,,13300,12950,2.7027027027027
03116,,Salinas,Alicante,,12950,10150,27.5862068965517
03118,,San Fulgencio,Alicante,,10850,10150,6.89655172413793
03904,,San Isidro,Alicante,,12950,10850,19.3548387096774
03120,,San Miguel de Salinas,Alicante,,12250,10150,20.6896551724138
03122,,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,,15050,12950,16.2162162162162
03117,,Sanet y Negrals,Alicante,,12950,10850,19.3548387096774
03119,,Sant Joan d'Alacant,Alicante,,16450,13650,20.5128205128205
03121,,Santa Pola,Alicante,,12950,10850,19.3548387096774
03123,,Sax,Alicante,,12950,10150,27.5862068965517
03124,,Sella,Alicante,,15050,13650,10.2564102564103
03125,,Senija,Alicante,,13650,10850,25.8064516129032
03127,,Tàrbena,Alicante,,11550,9450,22.2222222222222
03128,,Teulada,Alicante,,12250,10850,12.9032258064516
03129,,Tibi,Alicante,,15750,13650,15.3846153846154
03130,,Tollos,Alicante,,NA,NA,NA
03131,,Tormos,Alicante,,14000,11550,21.2121212121212
03132,,Torremanzanas/la Torre de les Maçanes,Alicante,,14350,11550,24.2424242424242
03133,,Torrevieja,Alicante,,10850,8750,24
03134,,La Vall d'Alcalà,Alicante,,12950,12250,5.71428571428571
03136,,Vall de Gallinera,Alicante,,12950,10850,19.3548387096774
03137,,La Vall de Laguar,Alicante,,13650,11550,18.1818181818182
03135,,La Vall d'Ebo,Alicante,,15750,13300,18.4210526315789
03138,,El Verger,Alicante,,12950,10850,19.3548387096774
03139,,Villajoyosa/La Vila Joiosa,Alicante,,14350,11550,24.2424242424242
03140,,Villena,Alicante,,13650,10850,25.8064516129032
03081,,Xaló,Alicante,,12250,11550,6.06060606060606
04001,,Abla,Almería,,13650,10850,25.8064516129032
04002,,Abrucena,Almería,,12250,10150,20.6896551724138
04003,,Adra,Almería,,11550,9450,22.2222222222222
04004,,Albanchez,Almería,,12250,11200,9.375
04005,,Alboloduy,Almería,,13650,11550,18.1818181818182
04006,,Albox,Almería,,12250,10150,20.6896551724138
04007,,Alcolea,Almería,,10850,9450,14.8148148148148
04008,,Alcóntar,Almería,,13650,12250,11.4285714285714
04009,,Alcudia de Monteagud,Almería,,17850,13650,30.7692307692308
04010,,Alhabia,Almería,,10850,8750,24
04011,,Alhama de Almería,Almería,,12250,9450,29.6296296296296
04012,,Alicún,Almería,,13300,10850,22.5806451612903
04013,,Almería,Almería,,14350,12250,17.1428571428571
04014,,Almócita,Almería,,12950,8750,48
04015,,Alsodux,Almería,,15400,11550,33.3333333333333
04016,,Antas,Almería,,12950,10150,27.5862068965517
04017,,Arboleas,Almería,,11550,9450,22.2222222222222
04018,,Armuña de Almanzora,Almería,,13650,10850,25.8064516129032
04019,,Bacares,Almería,,14350,12950,10.8108108108108
04904,,Balanegra,Almería,,11550,10150,13.7931034482759
04020,,Bayárcal,Almería,,15050,11550,30.3030303030303
04021,,Bayarque,Almería,,13650,12950,5.40540540540541
04022,,Bédar,Almería,,11550,9450,22.2222222222222
04023,,Beires,Almería,,17850,13650,30.7692307692308
04024,,Benahadux,Almería,,12950,10850,19.3548387096774
04026,,Benitagla,Almería,,NA,NA,NA
04027,,Benizalón,Almería,,11550,11200,3.125
04028,,Bentarique,Almería,,12250,9450,29.6296296296296
04029,,Berja,Almería,,11550,9450,22.2222222222222
04030,,Canjáyar,Almería,,11550,10150,13.7931034482759
04031,,Cantoria,Almería,,12950,10150,27.5862068965517
04032,,Carboneras,Almería,,14350,11550,24.2424242424242
04033,,Castro de Filabres,Almería,,18200,15050,20.9302325581395
04036,,Chercos,Almería,,12250,10150,20.6896551724138
04037,,Chirivel,Almería,,12950,10850,19.3548387096774
04034,,Cóbdar,Almería,,15750,12950,21.6216216216216
04035,,Cuevas del Almanzora,Almería,,12250,10850,12.9032258064516
04038,,Dalías,Almería,,12250,10850,12.9032258064516
04902,,El Ejido,Almería,,11550,8750,32
04041,,Enix,Almería,,12950,10850,19.3548387096774
04043,,Felix,Almería,,12950,11550,12.1212121212121
04044,,Fines,Almería,,12600,10150,24.1379310344828
04045,,Fiñana,Almería,,12250,9450,29.6296296296296
04046,,Fondón,Almería,,12950,10150,27.5862068965517
04047,,Gádor,Almería,,11550,8750,32
04048,,Los Gallardos,Almería,,12250,10150,20.6896551724138
04049,,Garrucha,Almería,,11550,9450,22.2222222222222
04050,,Gérgal,Almería,,11550,9450,22.2222222222222
04051,,Huécija,Almería,,12250,9450,29.6296296296296
04052,,Huércal de Almería,Almería,,14350,12250,17.1428571428571
04053,,Huércal-Overa,Almería,,13650,11550,18.1818181818182
04054,,Íllar,Almería,,12250,8750,40
04055,,Instinción,Almería,,10850,9450,14.8148148148148
04056,,Laroya,Almería,,12950,10850,19.3548387096774
04057,,Láujar de Andarax,Almería,,10850,9450,14.8148148148148
04058,,Líjar,Almería,,13650,10850,25.8064516129032
04059,,Lubrín,Almería,,12950,10150,27.5862068965517
04060,,Lucainena de las Torres,Almería,,12250,10850,12.9032258064516
04061,,Lúcar,Almería,,12250,10150,20.6896551724138
04062,,Macael,Almería,,13650,10850,25.8064516129032
04063,,María,Almería,,12950,10850,19.3548387096774
04064,,Mojácar,Almería,,12950,10150,27.5862068965517
04903,,La Mojonera,Almería,,10850,8750,24
04065,,Nacimiento,Almería,,12250,10150,20.6896551724138
04066,,Níjar,Almería,,10150,8750,16
04067,,Ohanes,Almería,,12250,10150,20.6896551724138
04068,,Olula de Castro,Almería,,15750,14350,9.75609756097561
04069,,Olula del Río,Almería,,12950,10150,27.5862068965517
04070,,Oria,Almería,,11550,10150,13.7931034482759
04071,,Padules,Almería,,14000,11550,21.2121212121212
04072,,Partaloa,Almería,,10150,9450,7.40740740740741
04073,,Paterna del Río,Almería,,10150,10150,0
04074,,Pechina,Almería,,12250,10150,20.6896551724138
04075,,Pulpí,Almería,,13650,11550,18.1818181818182
04076,,Purchena,Almería,,13650,10850,25.8064516129032
04077,,Rágol,Almería,,12950,10850,19.3548387096774
04078,,Rioja,Almería,,12250,9450,29.6296296296296
04079,,Roquetas de Mar,Almería,,12250,10150,20.6896551724138
04080,,Santa Cruz de Marchena,Almería,,12950,12250,5.71428571428571
04081,,Santa Fe de Mondújar,Almería,,10150,9450,7.40740740740741
04082,,Senés,Almería,,15750,12950,21.6216216216216
04083,,Serón,Almería,,14350,11550,24.2424242424242
04084,,Sierro,Almería,,13650,9450,44.4444444444444
04085,,Somontín,Almería,,12950,10850,19.3548387096774
04086,,Sorbas,Almería,,12250,10150,20.6896551724138
04087,,Suflí,Almería,,12950,9450,37.037037037037
04088,,Tabernas,Almería,,11550,9450,22.2222222222222
04089,,Taberno,Almería,,12250,10150,20.6896551724138
04090,,Tahal,Almería,,14350,12250,17.1428571428571
04091,,Terque,Almería,,13650,11550,18.1818181818182
04092,,Tíjola,Almería,,12950,10850,19.3548387096774
04901,,Las Tres Villas,Almería,,12950,10850,19.3548387096774
04093,,Turre,Almería,,10850,8750,24
04094,,Turrillas,Almería,,13650,10850,25.8064516129032
04095,,Uleila del Campo,Almería,,12250,10150,20.6896551724138
04096,,Urrácal,Almería,,14350,11550,24.2424242424242
04097,,Velefique,Almería,,15750,13650,15.3846153846154
04098,,Vélez-Blanco,Almería,,12250,10150,20.6896551724138
04099,,Vélez-Rubio,Almería,,12950,11550,12.1212121212121
04100,,Vera,Almería,,12250,10150,20.6896551724138
04101,,Viator,Almería,,12950,10150,27.5862068965517
04102,,Vícar,Almería,,10850,8750,24
04103,,Zurgena,Almería,,12250,10150,20.6896551724138
01051,,Agurain/Salvatierra,Álava,,NA,NA,NA
01001,,Alegría-Dulantzi,Álava,,NA,NA,NA
01002,,Amurrio,Álava,,NA,NA,NA
01049,,Añana,Álava,,NA,NA,NA
01003,,Aramaio,Álava,,NA,NA,NA
01006,,Armiñón,Álava,,NA,NA,NA
01037,,Arraia-Maeztu,Álava,,NA,NA,NA
01008,,Arratzua-Ubarrundia,Álava,,NA,NA,NA
01004,,Artziniega,Álava,,NA,NA,NA
01009,,Asparrena,Álava,,NA,NA,NA
01010,,Ayala/Aiara,Álava,,NA,NA,NA
01011,,Baños de Ebro/Mañueta,Álava,,NA,NA,NA
01013,,Barrundia,Álava,,NA,NA,NA
01014,,Berantevilla,Álava,,NA,NA,NA
01016,,Bernedo,Álava,,NA,NA,NA
01017,,Campezo/Kanpezu,Álava,,NA,NA,NA
01021,,Elburgo/Burgelu,Álava,,NA,NA,NA
01022,,Elciego,Álava,,NA,NA,NA
01023,,Elvillar/Bilar,Álava,,NA,NA,NA
01047,,Erriberabeitia,Álava,,NA,NA,NA
01046,,Erriberagoitia/Ribera Alta,Álava,,NA,NA,NA
01056,,Harana/Valle de Arana,Álava,,NA,NA,NA
01901,,Iruña Oka/Iruña de Oca,Álava,,NA,NA,NA
01027,,Iruraiz-Gauna,Álava,,NA,NA,NA
01019,,Kripan,Álava,,NA,NA,NA
01020,,Kuartango,Álava,,NA,NA,NA
01028,,Labastida/Bastida,Álava,,NA,NA,NA
01030,,Lagrán,Álava,,NA,NA,NA
01031,,Laguardia,Álava,,NA,NA,NA
01032,,Lanciego/Lantziego,Álava,,NA,NA,NA
01902,,Lantarón,Álava,,NA,NA,NA
01033,,Lapuebla de Labarca,Álava,,NA,NA,NA
01036,,Laudio/Llodio,Álava,,NA,NA,NA
01058,,Legutio,Álava,,NA,NA,NA
01034,,Leza,Álava,,NA,NA,NA
01039,,Moreda de Álava/Moreda Araba,Álava,,NA,NA,NA
01041,,Navaridas,Álava,,NA,NA,NA
01042,,Okondo,Álava,,NA,NA,NA
01043,,Oyón-Oion,Álava,,NA,NA,NA
01044,,Peñacerrada-Urizaharra,Álava,,NA,NA,NA
01052,,Samaniego,Álava,,NA,NA,NA
