area,cod_mun,cod_sec,municipio,provincia,y19,y15
sec_censal,,3716301001,,,,
sec_censal,,204001001,,,16450,12950
sec_censal,,917001001,,,17150,14350
sec_censal,,2807201001,,,18550,17150
sec_censal,,2807201002,,,19950,17850
sec_censal,,2807201003,,,26250,24150
sec_censal,,510201001,,,12250,9450
sec_censal,,510201002,,,11550,8750
sec_censal,,510101001,,,13650,12950
sec_censal,,510301001,,,,
sec_censal,,1010001001,,,10850,9450
sec_censal,,510601001,,,,
sec_censal,,510401001,,,,
sec_censal,,510501001,,,15750,12950
sec_censal,,2212201001,,,,
sec_censal,,4412401001,,,,
sec_censal,,2290801001,,,16450,15750
sec_censal,,3112201001,,,,
sec_censal,,3112201002,,,,
sec_censal,,3112201003,,,,
sec_censal,,3112201004,,,,
sec_censal,,4507701001,,,15750,12250
sec_censal,,405101001,,,12250,9450
sec_censal,,1010101001,,,10850,8750
sec_censal,,1809601001,,,10850,8750
sec_censal,,1610701001,,,,17150
sec_censal,,2304401001,,,9450,8750
sec_censal,,2304402001,,,10150,8750
sec_censal,,2304402002,,,12250,10850
sec_censal,,2304402003,,,10850,9450
sec_censal,,2104101001,,,22750,21350
sec_censal,,2104101002,,,21350,19250
sec_censal,,2104101003,,,21350,19250
sec_censal,,2104101004,,,22750,19250
sec_censal,,2104101005,,,21350,19950
sec_censal,,2104101006,,,24150,22750
sec_censal,,2104101007,,,20650,16800
sec_censal,,2104101008,,,21350,18550
sec_censal,,2104101009,,,17850,16450
sec_censal,,2104101010,,,26250,24150
sec_censal,,2104101011,,,20650,18550
sec_censal,,2104101012,,,21350,17850
sec_censal,,2104101013,,,19250,17850
sec_censal,,2104102001,,,16450,14350
sec_censal,,2104102002,,,14350,12950
sec_censal,,2104102003,,,16450,13650
sec_censal,,2104102004,,,13650,11550
sec_censal,,2104102005,,,12950,10150
sec_censal,,2104102006,,,13650,10850
sec_censal,,2104102007,,,8750,5950
sec_censal,,2104102008,,,7350,5950
sec_censal,,2104102009,,,19250,17850
sec_censal,,2104102010,,,15750,13650
sec_censal,,2104103001,,,22050,19950
sec_censal,,2104103002,,,21350,19250
sec_censal,,2104103003,,,17850,16450
sec_censal,,2104103004,,,19250,15750
sec_censal,,2104103005,,,15050,13650
sec_censal,,2104103006,,,12950,10850
sec_censal,,2104103007,,,10150,8750
sec_censal,,2104103008,,,15050,12950
sec_censal,,2104103009,,,17850,15050
sec_censal,,2104103010,,,24850,22050
sec_censal,,2104103011,,,23450,
sec_censal,,2104104001,,,15750,13650
sec_censal,,2104104002,,,14350,12950
sec_censal,,2104104003,,,16450,12950
sec_censal,,2104104004,,,10150,8750
sec_censal,,2104104005,,,15750,13650
sec_censal,,2104104006,,,20650,17150
sec_censal,,2104104007,,,21350,19250
sec_censal,,2104104008,,,15750,13650
sec_censal,,2104104009,,,19250,16450
sec_censal,,2104104010,,,18550,16450
sec_censal,,2104104011,,,16450,15750
sec_censal,,2104104012,,,14350,12250
sec_censal,,2104104013,,,22050,20650
sec_censal,,2104104014,,,24150,22050
sec_censal,,2104105001,,,13650,10850
sec_censal,,2104105002,,,15050,12950
sec_censal,,2104105003,,,13650,11550
sec_censal,,2104105004,,,15050,12950
sec_censal,,2104105005,,,15050,13650
sec_censal,,2104105006,,,14350,12250
sec_censal,,2104105007,,,15050,13650
sec_censal,,2104105008,,,14350,12250
sec_censal,,2104105009,,,14350,10850
sec_censal,,2104105010,,,17850,15050
sec_censal,,2104105011,,,9450,8050
sec_censal,,2104105012,,,10150,8050
sec_censal,,2104105013,,,13650,11550
sec_censal,,2104105014,,,13650,11550
sec_censal,,2104106001,,,14350,12950
sec_censal,,2104106002,,,15050,12250
sec_censal,,2104106003,,,9450,8050
sec_censal,,2104106004,,,9450,7350
sec_censal,,2104106005,,,15050,13650
sec_censal,,2104106006,,,14350,12250
sec_censal,,2104106007,,,13650,12250
sec_censal,,2104106008,,,10850,8750
sec_censal,,2104106009,,,15050,12950
sec_censal,,2104107001,,,18550,15750
sec_censal,,2104107002,,,17850,15050
sec_censal,,2104107003,,,17150,14350
sec_censal,,2104107004,,,16450,13650
sec_censal,,2104107005,,,12950,10150
sec_censal,,2104107006,,,11550,8750
sec_censal,,2104107007,,,10850,8750
sec_censal,,2104107008,,,11550,8750
sec_censal,,2104107009,,,15050,11550
sec_censal,,2104107010,,,8050,5950
sec_censal,,2104107011,,,9450,6650
sec_censal,,2104107012,,,7350,5950
sec_censal,,2104107013,,,8050,5950
sec_censal,,2104107014,,,11550,9450
sec_censal,,2104107015,,,12950,10850
sec_censal,,2104107016,,,15050,12250
sec_censal,,2104107017,,,12950,11550
sec_censal,,2104107018,,,12950,11550
sec_censal,,2104107019,,,17850,15750
sec_censal,,2104107020,,,16450,14350
sec_censal,,2104107021,,,13650,10850
sec_censal,,2104107022,,,14350,
sec_censal,,2104108001,,,8750,6650
sec_censal,,2104108002,,,9450,8050
sec_censal,,2104108003,,,9450,8050
sec_censal,,2104108004,,,13650,10850
sec_censal,,2104108005,,,15050,12950
sec_censal,,2104108006,,,12950,10850
sec_censal,,2104108007,,,12250,9450
sec_censal,,2104108008,,,12250,10150
sec_censal,,2104108009,,,8050,6650
sec_censal,,2104108010,,,12250,10150
sec_censal,,2104108011,,,12250,10150
sec_censal,,2104108012,,,12250,10850
sec_censal,,2104108013,,,12250,10150
sec_censal,,2104108014,,,12950,10850
sec_censal,,2104108015,,,12950,11550
sec_censal,,2104108016,,,15050,12950
sec_censal,,1610801001,,,,
sec_censal,,1809701001,,,12950,10850
sec_censal,,405201001,,,13650,10850
sec_censal,,405201002,,,13650,11550
sec_censal,,405201003,,,15050,12250
sec_censal,,405201004,,,14350,12250
sec_censal,,405201005,,,13650,11550
sec_censal,,405201006,,,17150,15050
sec_censal,,405201007,,,12950,10150
sec_censal,,405201008,,,15050,11550
sec_censal,,405201009,,,16450,15050
sec_censal,,405201010,,,17150,14350
sec_censal,,405301001,,,12250,10150
sec_censal,,405302001,,,13650,11550
sec_censal,,405302002,,,14350,12250
sec_censal,,405302003,,,13650,11550
sec_censal,,405303002,,,11550,9450
sec_censal,,405303003,,,15750,12950
sec_censal,,405303004,,,13650,10850
sec_censal,,405304001,,,14350,12250
sec_censal,,405304002,,,12250,10850
sec_censal,,405305002,,,14350,11550
sec_censal,,2607901001,,,14350,12250
sec_censal,,1914601001,,,,
sec_censal,,1610901001,,,,
sec_censal,,917201001,,,19600,19250
sec_censal,,1914701001,,,,
sec_censal,,3716401001,,,15050,12950
sec_censal,,917301001,,,19250,17850
sec_censal,,1611001001,,,15750,11550
sec_censal,,917401001,,,15050,12950
sec_censal,,4507801001,,,12250,10150
sec_censal,,4507801002,,,12950,11550
sec_censal,,1611101001,,,14350,12250
sec_censal,,1914801001,,,,
sec_censal,,2212401001,,,16450,13650
sec_censal,,4010301001,,,19250,14350
sec_censal,,2304501001,,,9450,8750
sec_censal,,2304501002,,,9450,8750
sec_censal,,4412501001,,,,
sec_censal,,2212501001,,,15050,13650
sec_censal,,2212501002,,,15050,11550
sec_censal,,2212501003,,,13650,11550
sec_censal,,2212502001,,,17850,15750
sec_censal,,2212502002,,,17850,16450
sec_censal,,2212502003,,,12950,10150
sec_censal,,2212502004,,,17150,15750
sec_censal,,2212502005,,,18550,15750
sec_censal,,2212502006,,,19250,16450
sec_censal,,2212503001,,,15050,13650
sec_censal,,2212503002,,,16450,13650
sec_censal,,2212503003,,,22050,21350
sec_censal,,2212503004,,,19250,17150
sec_censal,,2212503005,,,21350,18550
sec_censal,,2212503006,,,21350,17850
sec_censal,,2212503007,,,20650,16450
sec_censal,,2212503008,,,19950,17850
sec_censal,,2212504001,,,14350,12250
sec_censal,,2212504002,,,10150,8050
sec_censal,,2212504003,,,11550,9450
sec_censal,,2212504004,,,13650,10850
sec_censal,,2212505001,,,17850,15750
sec_censal,,2212505002,,,20650,19250
sec_censal,,2212506001,,,22050,19250
sec_censal,,2212506002,,,17150,17150
sec_censal,,2212506003,,,21350,19250
sec_censal,,2212506004,,,20650,18900
sec_censal,,2212507001,,,21350,20650
sec_censal,,2212507002,,,17850,15750
sec_censal,,2212507003,,,18550,17150
sec_censal,,2212507004,,,18550,17150
sec_censal,,2212508002,,,17850,16450
sec_censal,,2212508003,,,16450,15050
sec_censal,,2212508004,,,24150,22050
sec_censal,,1809801001,,,11550,9450
sec_censal,,1809801002,,,13650,11550
sec_censal,,1809801003,,,12250,10150
sec_censal,,1809801004,,,12950,10850
sec_censal,,1809801005,,,10850,9450
sec_censal,,1809801006,,,11550,9450
sec_censal,,1611201001,,,11550,10150
sec_censal,,1611202001,,,12950,10850
sec_censal,,1809901001,,,14350,12250
sec_censal,,1810001001,,,12250,10150
sec_censal,,1810001002,,,10150,8050
sec_censal,,1810001003,,,10850,8750
sec_censal,,1810001004,,,11550,8750
sec_censal,,1810001005,,,12250,9450
sec_censal,,1810001006,,,11550,8750
sec_censal,,1810001007,,,12250,9450
sec_censal,,1810101001,,,14350,10850
sec_censal,,1810101002,,,15050,12950
sec_censal,,1810101003,,,14350,11550
sec_censal,,1810101004,,,16100,13650
sec_censal,,1810101005,,,15050,12250
sec_censal,,1810101006,,,19250,17150
sec_censal,,1915001001,,,15400,10850
sec_censal,,4105101001,,,14350,11900
sec_censal,,4105101002,,,13650,12250
sec_censal,,917501001,,,15750,13650
sec_censal,,1915101001,,,14350,11550
sec_censal,,2807301001,,,17150,15050
sec_censal,,2807301002,,,12250,9450
sec_censal,,2807301003,,,12250,10150
sec_censal,,2807301004,,,15050,12250
sec_censal,,2807301005,,,14350,11550
sec_censal,,2807301006,,,15050,12250
sec_censal,,2807301007,,,17150,15050
sec_censal,,2807301008,,,17850,15050
sec_censal,,2905901001,,,11550,9450
sec_censal,,2905901002,,,10850,8750
sec_censal,,917601001,,,,
sec_censal,,510701001,,,,
sec_censal,,3408801001,,,15750,13650
sec_censal,,1010201001,,,11550,10150
sec_censal,,3112401001,,,,
sec_censal,,2004201001,,,20650,
sec_censal,,2004201002,,,18550,
sec_censal,,2004201003,,,23450,
sec_censal,,4804801001,,,24850,22050
sec_censal,,5012501001,,,12950,10850
sec_censal,,917701001,,,19950,17850
sec_censal,,307901001,,,15750,12250
sec_censal,,307901002,,,16450,14350
sec_censal,,307901003,,,15400,13650
sec_censal,,307901004,,,17150,13650
sec_censal,,307901005,,,15750,12250
sec_censal,,307902001,,,15750,12950
sec_censal,,307902002,,,14350,11550
sec_censal,,307902003,,,14350,11550
sec_censal,,307902004,,,15750,13650
sec_censal,,307902005,,,13650,11550
sec_censal,,307902006,,,15050,12250
sec_censal,,307902007,,,15750,12950
sec_censal,,307903001,,,15750,13650
sec_censal,,307903002,,,15750,12250
sec_censal,,307903003,,,15750,12950
sec_censal,,307903004,,,15050,11550
sec_censal,,307903005,,,15050,11550
sec_censal,,307903006,,,15750,12950
sec_censal,,307903007,,,15750,12250
sec_censal,,3302801001,,,19250,16450
sec_censal,,2212601001,,,17150,19250
sec_censal,,917801001,,,,
sec_censal,,2304601001,,,11550,9450
sec_censal,,2304601002,,,10850,8750
sec_censal,,3802201001,,,13650,11550
sec_censal,,3802201002,,,12250,10850
sec_censal,,3802201003,,,12950,10850
sec_censal,,3802201004,,,12250,10850
sec_censal,,3802201005,,,12250,11550
sec_censal,,3802201006,,,13650,10850
sec_censal,,3802202001,,,11550,8750
sec_censal,,3802202002,,,12250,9450
sec_censal,,3802203001,,,12250,9450
sec_censal,,3802203002,,,12950,9450
sec_censal,,3802203003,,,11550,9450
sec_censal,,3802203004,,,12950,10150
sec_censal,,3802204001,,,12950,9450
sec_censal,,3802204002,,,12950,10150
sec_censal,,3802204003,,,11550,8750
sec_censal,,3802204004,,,12950,10150
sec_censal,,3802205001,,,10850,8750
sec_censal,,3802205002,,,12950,10150
sec_censal,,2004301001,,,25550,
sec_censal,,3125901001,,,,
sec_censal,,2608001001,,,12250,12250
sec_censal,,917901001,,,,
sec_censal,,918001001,,,20650,19250
sec_censal,,4412601001,,,13650,12250
sec_censal,,4507901001,,,9450,9450
sec_censal,,4809401001,,,22050,19950
sec_censal,,4809401002,,,21350,19250
sec_censal,,4809401003,,,17150,16450
sec_censal,,2212701001,,,20650,18550
sec_censal,,810201001,,,12950,10850
sec_censal,,810202001,,,19250,15050
sec_censal,,810202002,,,17150,15750
sec_censal,,810202003,,,19950,17150
sec_censal,,810203001,,,15750,12950
sec_censal,,810203002,,,21350,18550
sec_censal,,810203003,,,18550,16450
sec_censal,,810203004,,,19250,17150
sec_censal,,810203005,,,15750,12950
sec_censal,,810203006,,,19950,17150
sec_censal,,810203007,,,21350,18550
sec_censal,,810203008,,,19950,17150
sec_censal,,810203009,,,22050,18550
sec_censal,,810203010,,,22750,19250
sec_censal,,810204001,,,16450,14350
sec_censal,,810204002,,,17150,15050
sec_censal,,810204003,,,17850,15050
sec_censal,,810204004,,,17850,16450
sec_censal,,810204005,,,18550,16450
sec_censal,,810205001,,,16450,15050
sec_censal,,810205002,,,17150,15050
sec_censal,,810205003,,,17850,15750
sec_censal,,810205004,,,18550,17150
sec_censal,,810205005,,,13650,11550
sec_censal,,810205006,,,11550,10150
sec_censal,,810205007,,,19250,17150
sec_censal,,2906001001,,,13650,12250
sec_censal,,2408301001,,,19600,17850
sec_censal,,3112501001,,,,
sec_censal,,2004401001,,,19250,
sec_censal,,2212801001,,,19950,17150
sec_censal,,3690101001,,,14350,12950
sec_censal,,3690101002,,,13650,12250
sec_censal,,3690101003,,,13650,12250
sec_censal,,4508001001,,,,
sec_censal,,1915201001,,,12950,10850
sec_censal,,3302901001,,,14350,12250
sec_censal,,405401001,,,12250,8750
sec_censal,,3303001001,,,18550,16450
sec_censal,,4508101001,,,12950,10850
sec_censal,,4508101002,,,15750,12250
sec_censal,,4508101003,,,12950,10150
sec_censal,,4508101004,,,13650,10850
sec_censal,,4508101005,,,15050,12950
sec_censal,,4508102001,,,14350,11550
sec_censal,,4508102002,,,17150,13650
sec_censal,,4508102003,,,14350,12950
sec_censal,,4508102004,,,14350,12950
sec_censal,,4508102005,,,14350,11550
sec_censal,,4508102006,,,18550,14350
sec_censal,,4508102007,,,16450,15050
sec_censal,,4508102008,,,17150,14350
sec_censal,,4508102009,,,17850,17150
sec_censal,,4508102010,,,15050,13650
sec_censal,,4508102011,,,17850,
sec_censal,,1810201001,,,9450,8050
sec_censal,,1810201002,,,10850,9450
sec_censal,,1810201003,,,10850,9450
sec_censal,,1810202001,,,10150,8750
sec_censal,,1810202002,,,,8050
sec_censal,,1810202003,,,10850,9450
sec_censal,,1810202004,,,10150,8750
sec_censal,,5012601001,,,14350,12950
sec_censal,,5012601002,,,13650,12250
sec_censal,,3112601001,,,,
sec_censal,,702701001,,,16450,15050
sec_censal,,702701002,,,15050,12950
sec_censal,,702701003,,,14350,10850
sec_censal,,702701004,,,15050,12250
sec_censal,,702701005,,,14350,11550
sec_censal,,702701006,,,15750,13650
sec_censal,,702702001,,,15750,12950
sec_censal,,702702002,,,17850,15750
sec_censal,,702702003,,,15750,13650
sec_censal,,702702004,,,17150,13650
sec_censal,,702702005,,,17850,15050
sec_censal,,702702006,,,15050,12950
sec_censal,,702702007,,,17150,13650
sec_censal,,702703001,,,12950,10850
sec_censal,,702703002,,,16450,13650
sec_censal,,702703003,,,14350,12250
sec_censal,,702703004,,,16450,12250
sec_censal,,702703005,,,15750,12950
sec_censal,,2702401001,,,15050,13650
sec_censal,,2702401002,,,14350,12250
sec_censal,,3501101001,,,15750,13650
sec_censal,,3501101002,,,12950,10850
sec_censal,,3501101003,,,15750,12950
sec_censal,,3501101004,,,15750,13650
sec_censal,,3501101005,,,12250,9450
sec_censal,,3501101006,,,15750,12950
sec_censal,,3501101007,,,15750,12250
sec_censal,,3501102001,,,15750,13650
sec_censal,,3501102002,,,15050,12950
sec_censal,,3501102003,,,17150,13650
sec_censal,,3501103001,,,15050,12250
sec_censal,,3501103002,,,14350,12250
sec_censal,,3501103003,,,13650,11550
sec_censal,,3501103004,,,13650,10850
sec_censal,,3501103005,,,15050,12250
sec_censal,,3501103006,,,13650,11550
sec_censal,,3501103007,,,15050,12950
sec_censal,,3501103008,,,15750,12950
sec_censal,,1611301001,,,12250,9450
sec_censal,,1611302001,,,12250,10150
sec_censal,,1915301001,,,,
sec_censal,,405501001,,,10850,9450
sec_censal,,1915401001,,,,
sec_censal,,3112701001,,,,
sec_censal,,3203501001,,,15050,12250
sec_censal,,3203501002,,,14350,12950
sec_censal,,1503901001,,,15750,12950
sec_censal,,2304701001,,,12250,10150
sec_censal,,2304701002,,,11550,10150
sec_censal,,3716501001,,,,
sec_censal,,1915501001,,,,
sec_censal,,2004501001,,,19950,
sec_censal,,2004501002,,,18550,
sec_censal,,2004501003,,,20650,
sec_censal,,2004501004,,,21350,
sec_censal,,2004502001,,,17150,
sec_censal,,2004502002,,,17150,
sec_censal,,2004502003,,,17850,
sec_censal,,2004502004,,,19950,
sec_censal,,2004502005,,,20650,
sec_censal,,2004502006,,,20650,
sec_censal,,2004502007,,,18550,
sec_censal,,2004502008,,,17850,
sec_censal,,2004502009,,,20650,
sec_censal,,2004502010,,,21350,
sec_censal,,2004503001,,,22750,
sec_censal,,2004503002,,,14350,
sec_censal,,2004503003,,,16450,
sec_censal,,2004503004,,,15050,
sec_censal,,2004503005,,,15050,
sec_censal,,2004503006,,,17850,
sec_censal,,2004503007,,,16450,
sec_censal,,2004503008,,,17850,
sec_censal,,2004503009,,,17850,
sec_censal,,2004503010,,,17850,
sec_censal,,2004503011,,,19250,
sec_censal,,2004503012,,,17850,
sec_censal,,2004503013,,,17850,
sec_censal,,2004503014,,,17150,
sec_censal,,2004503015,,,19950,
sec_censal,,2004503016,,,12950,
sec_censal,,2004503017,,,22750,
sec_censal,,2004503018,,,17150,
sec_censal,,2004503019,,,24500,
sec_censal,,2004504001,,,15750,
sec_censal,,2004504002,,,15750,
sec_censal,,2004504003,,,15750,
sec_censal,,2004504004,,,19950,
sec_censal,,2004504005,,,16450,
sec_censal,,2004504006,,,19250,
sec_censal,,2004504007,,,19950,
sec_censal,,2004504008,,,20650,
sec_censal,,2004504009,,,23450,
sec_censal,,190101001,,,,
sec_censal,,190101002,,,,
sec_censal,,2004601001,,,22050,
sec_censal,,102701001,,,,
sec_censal,,3190401001,,,,
sec_censal,,3112801001,,,,
sec_censal,,2212901001,,,15750,11550
sec_censal,,918101001,,,22050,17150
sec_censal,,4707501001,,,13650,11550
sec_censal,,4707501002,,,15050,12950
sec_censal,,4707502001,,,13650,10850
sec_censal,,4707502002,,,15050,12250
sec_censal,,2104201001,,,11550,9450
sec_censal,,2104202001,,,12250,10150
sec_censal,,2104202002,,,12250,9450
sec_censal,,2104202003,,,12250,10150
sec_censal,,2104202004,,,11550,9450
sec_censal,,2104202005,,,11550,9450
sec_censal,,2104203001,,,10850,8750
sec_censal,,2104203002,,,10850,8050
sec_censal,,2104203003,,,11550,8050
sec_censal,,2104203004,,,9450,7350
sec_censal,,2104203005,,,11550,8050
sec_censal,,2104204001,,,11550,10850
sec_censal,,4190201001,,,10850,8750
sec_censal,,4190201002,,,11550,10150
sec_censal,,4190201003,,,9450,8050
sec_censal,,4190201004,,,12950,10850
sec_censal,,2511501001,,,16450,13650
sec_censal,,1708401001,,,22750,18550
sec_censal,,4804901001,,,19950,20650
sec_censal,,2906101001,,,13650,11550
sec_censal,,5012801001,,,,
sec_censal,,3408901001,,,16450,12950
sec_censal,,918201001,,,,
sec_censal,,1810301001,,,10150,8750
sec_censal,,2004701001,,,19950,
sec_censal,,3716601001,,,14350,11550
sec_censal,,4010401001,,,14350,12250
sec_censal,,3112901001,,,,
sec_censal,,3113001001,,,,
sec_censal,,4891001001,,,24850,22750
sec_censal,,4891001002,,,15750,15050
sec_censal,,4891001003,,,19950,17850
sec_censal,,2511201001,,,17150,13650
sec_censal,,2511301001,,,17850,15050
sec_censal,,2511301002,,,18550,14350
sec_censal,,2511401001,,,17150,17150
sec_censal,,3113101001,,,,
sec_censal,,3113201001,,,,
sec_censal,,2408401001,,,15050,12950
sec_censal,,3113301001,,,,
sec_censal,,1403701001,,,10850,9450
sec_censal,,1403701002,,,11550,10150
sec_censal,,1403702001,,,11550,9450
sec_censal,,1403703001,,,10150,9450
sec_censal,,1810501001,,,5250,3850
sec_censal,,1810501002,,,10850,9450
sec_censal,,1810501003,,,10850,9450
sec_censal,,1810502001,,,,
sec_censal,,1810503001,,,,
sec_censal,,2906201001,,,10150,8750
sec_censal,,2304801001,,,10850,9450
sec_censal,,4805001001,,,25200,24150
sec_censal,,4412701001,,,,
sec_censal,,2304901001,,,12250,10850
sec_censal,,2304902001,,,12250,9450
sec_censal,,2104301001,,,14350,12250
sec_censal,,2104301002,,,12950,10150
sec_censal,,2213001001,,,18550,16450
sec_censal,,2213001002,,,17150,15050
sec_censal,,2213001003,,,15050,11550
sec_censal,,2213001004,,,15750,14350
sec_censal,,2213001005,,,17850,15750
sec_censal,,2213001006,,,18550,16450
sec_censal,,2213001007,,,18550,16450
sec_censal,,2213001008,,,17850,16450
sec_censal,,308001001,,,13650,10850
sec_censal,,1915601001,,,12950,11550
sec_censal,,2305001001,,,17150,14350
sec_censal,,2305001002,,,15050,12950
sec_censal,,2305001003,,,12250,10850
sec_censal,,2305001004,,,12250,10850
sec_censal,,2305001005,,,15050,13650
sec_censal,,2305001006,,,16450,13650
sec_censal,,2305001007,,,15050,12250
sec_censal,,2305001008,,,15750,13650
sec_censal,,2305002001,,,24850,22750
sec_censal,,2305002002,,,19950,17850
sec_censal,,2305002003,,,15750,13650
sec_censal,,2305002004,,,17150,15050
sec_censal,,2305002005,,,14350,12600
sec_censal,,2305002006,,,16450,15050
sec_censal,,2305002007,,,17150,15050
sec_censal,,2305003001,,,15750,14350
sec_censal,,2305003002,,,18550,16450
sec_censal,,2305003003,,,17850,15050
sec_censal,,2305003004,,,21350,18550
sec_censal,,2305003005,,,12250,9450
sec_censal,,2305003006,,,9450,8750
sec_censal,,2305003007,,,21350,18550
sec_censal,,2305003008,,,17850,16450
sec_censal,,2305003009,,,10850,9450
sec_censal,,2305003010,,,11550,9450
sec_censal,,2305003011,,,11550,10150
sec_censal,,2305003012,,,19250,17850
sec_censal,,2305003013,,,19250,16450
sec_censal,,2305003014,,,17850,16450
sec_censal,,2305003015,,,15050,13650
sec_censal,,2305004001,,,25550,22750
sec_censal,,2305004002,,,19950,17150
sec_censal,,2305004003,,,24850,22050
sec_censal,,2305004004,,,24150,23450
sec_censal,,2305004005,,,18550,16450
sec_censal,,2305004006,,,21350,19950
sec_censal,,2305004007,,,15050,13650
sec_censal,,2305004008,,,19950,17850
sec_censal,,2305004009,,,15050,12600
sec_censal,,2305004010,,,24850,22750
sec_censal,,2305004011,,,19950,17850
sec_censal,,2305004012,,,20650,18550
sec_censal,,2305004013,,,23450,20650
sec_censal,,2305004014,,,21350,17850
sec_censal,,2305004015,,,19250,17150
sec_censal,,2305004016,,,17150,14350
sec_censal,,2305005001,,,22400,20650
sec_censal,,2305005002,,,24850,21350
sec_censal,,2305005003,,,22050,19250
sec_censal,,2305005004,,,15750,14350
sec_censal,,2305005005,,,15050,12250
sec_censal,,2305005006,,,18550,17850
sec_censal,,2305005007,,,13650,12250
sec_censal,,2305005008,,,17150,14350
sec_censal,,2305005009,,,12250,10850
sec_censal,,2305005010,,,11550,9450
sec_censal,,2305005011,,,11550,10150
sec_censal,,2305005012,,,11550,9450
sec_censal,,2305005013,,,16450,14350
sec_censal,,2305005014,,,18550,16450
sec_censal,,2305005015,,,15050,12950
sec_censal,,2305005016,,,17850,15750
sec_censal,,2305005017,,,18550,16450
sec_censal,,2305005018,,,16450,12950
sec_censal,,2305005019,,,29750,26950
sec_censal,,2305005020,,,19600,16450
sec_censal,,2305005021,,,15050,12950
sec_censal,,2305006001,,,17150,15050
sec_censal,,2305006002,,,12250,10850
sec_censal,,2305006003,,,12950,10850
sec_censal,,2305006004,,,8050,5950
sec_censal,,2305006005,,,8750,6650
sec_censal,,2305006006,,,14350,13650
sec_censal,,2305007001,,,10150,8750
sec_censal,,2305007002,,,14350,12250
sec_censal,,2305007003,,,15750,14350
sec_censal,,2305007004,,,17850,15050
sec_censal,,2305008001,,,22050,20650
sec_censal,,2305008002,,,16450,15050
sec_censal,,2305008003,,,16450,14350
sec_censal,,2305008004,,,13650,11550
sec_censal,,2305009001,,,12950,10850
sec_censal,,2305009002,,,14350,12250
sec_censal,,2305009003,,,12250,10150
sec_censal,,2305009004,,,12950,10150
sec_censal,,2305009005,,,12250,9450
sec_censal,,2305009006,,,12250,10150
sec_censal,,1708501001,,,20650,18550
sec_censal,,4614201001,,,15750,14350
sec_censal,,2608101001,,,,
sec_censal,,4909601001,,,12250,11550
sec_censal,,2305101001,,,12250,10150
sec_censal,,2305101002,,,12250,9450
sec_censal,,1207001001,,,12250,11550
sec_censal,,5012901001,,,15750,15050
sec_censal,,4614401001,,,13650,12950
sec_censal,,1010301001,,,12250,10150
sec_censal,,1010401001,,,9450,8750
sec_censal,,1010401002,,,12950,11550
sec_censal,,1010401003,,,12250,10150
sec_censal,,1010402001,,,13650,11550
sec_censal,,1010402002,,,12950,10850
sec_censal,,1010402003,,,12950,11200
sec_censal,,918301001,,,,
sec_censal,,918401001,,,,
sec_censal,,1010501001,,,13650,11550
sec_censal,,1010501002,,,13650,10850
sec_censal,,1010601001,,,13650,10850
sec_censal,,4412801001,,,,
sec_censal,,5013001001,,,12950,12250
sec_censal,,2213101001,,,,
sec_censal,,1810601001,,,10850,8750
sec_censal,,4412901001,,,,
sec_censal,,5013101001,,,17850,15750
sec_censal,,3113401001,,,,
sec_censal,,308201001,,,11550,9450
sec_censal,,308201002,,,12250,9450
sec_censal,,308201003,,,11550,10150
sec_censal,,308201004,,,12250,10850
sec_censal,,308202001,,,11550,9450
sec_censal,,308202002,,,14350,11550
sec_censal,,308202003,,,11550,10150
sec_censal,,308203001,,,13650,12250
sec_censal,,308203002,,,12250,10850
sec_censal,,308203003,,,11550,9450
sec_censal,,308203004,,,14350,12250
sec_censal,,3113501001,,,,
sec_censal,,1810701001,,,11550,9450
sec_censal,,1102001001,,,10150,8050
sec_censal,,1102001002,,,15750,13650
sec_censal,,1102001003,,,15050,14000
sec_censal,,1102001004,,,16450,14350
sec_censal,,1102001005,,,11550,9450
sec_censal,,1102002001,,,20650,17850
sec_censal,,1102002002,,,12250,10500
sec_censal,,1102002003,,,15750,13650
sec_censal,,1102002004,,,13650,11550
sec_censal,,1102002005,,,17850,15050
sec_censal,,1102002006,,,17850,15050
sec_censal,,1102002007,,,11550,9450
sec_censal,,1102002008,,,12250,10850
sec_censal,,1102002009,,,8400,6650
sec_censal,,1102002010,,,10850,8750
sec_censal,,1102002011,,,14350,11550
sec_censal,,1102002012,,,10150,8750
sec_censal,,1102002013,,,12950,11550
sec_censal,,1102002014,,,15750,12950
sec_censal,,1102002015,,,10150,8750
sec_censal,,1102002016,,,9450,8750
sec_censal,,1102002017,,,12250,10150
sec_censal,,1102002021,,,15750,14350
sec_censal,,1102002022,,,17850,15050
sec_censal,,1102002023,,,19950,17850
sec_censal,,1102002024,,,15750,14350
sec_censal,,1102002025,,,26950,19950
sec_censal,,1102002026,,,17150,16450
sec_censal,,1102002027,,,10850,8750
sec_censal,,1102002028,,,19950,
sec_censal,,1102003001,,,12250,10850
sec_censal,,1102003002,,,10850,8750
sec_censal,,1102003003,,,11550,9450
sec_censal,,1102003004,,,7350,5250
sec_censal,,1102003005,,,8750,8050
sec_censal,,1102003006,,,12250,10850
sec_censal,,1102003007,,,9450,8750
sec_censal,,1102003008,,,10150,8050
sec_censal,,1102003009,,,14350,12950
sec_censal,,1102003010,,,11550,9450
sec_censal,,1102003011,,,11550,10150
