area,cod_mun,cod_sec,municipio,provincia,y19,y15
municipios,12080,,Morella,Castellón,17850,15050
municipios,19195,,Morenilla,Guadalajara,,
municipios,31174,,Morentin,varra,,
municipios,43096,,La Morera de Montsant,Tarrago,12950,12250
municipios,6089,,La Morera,Badajoz,10850,9450
municipios,49132,,Moreruela de los Infanzones,Zamora,10150,8750
municipios,49133,,Moreruela de Tábara,Zamora,12250,10150
municipios,50177,,Morés,Zaragoza,14350,12250
municipios,48066,,Morga,Vizcaya,21350,19950
municipios,14045,,Moriles,Córdoba,11550,9450
municipios,37205,,Morille,Salamanca,17150,15400
municipios,37206,,Moríñigo,Salamanca,,12250
municipios,37207,,Moriscos,Salamanca,16450,15050
municipios,42123,,Morón de Almazán,Soria,22050,17150
municipios,41065,,Morón de la Frontera,Sevilla,12950,10850
municipios,37208,,Moronta,Salamanca,,
municipios,50178,,Moros,Zaragoza,10150,8750
municipios,36033,,Mos,Pontevedra,17150,14350
municipios,44159,,Moscardón,Teruel,,
municipios,44160,,Mosqueruela,Teruel,15050,12250
municipios,28092,,Móstoles,Madrid,17150,14350
municipios,16132,,Mota de Altarejos,Cuenca,,
municipios,16133,,Mota del Cuervo,Cuenca,12250,10150
municipios,47097,,Mota del Marqués,Valladolid,14350,11550
municipios,16134,,Motilla del Palancar,Cuenca,15050,12250
municipios,2052,,Motilleja,Albacete,12250,10850
municipios,18140,,Motril,Grada,12950,10850
municipios,35013,,Moya,Las Palmas,13650,10850
municipios,16135,,Moya,Cuenca,12250,12250
municipios,50179,,Moyuela,Zaragoza,19250,15050
municipios,37209,,Mozárbez,Salamanca,15750,12250
municipios,40134,,Mozoncillo,Segovia,15050,12250
municipios,50180,,Mozota,Zaragoza,19250,20650
municipios,47098,,Mucientes,Valladolid,18550,15050
municipios,34110,,Mudá,Palencia,,
municipios,47099,,La Mudarra,Valladolid,20650,17850
municipios,19196,,Muduex,Guadalajara,15750,11550
municipios,50181,,Muel,Zaragoza,17150,15050
municipios,50182,,La Muela,Zaragoza,17850,16450
municipios,49134,,Muelas de los Caballeros,Zamora,13650,11550
municipios,49135,,Muelas del Pan,Zamora,15400,12950
municipios,31175,,Mues,varra,,
municipios,49136,,Muga de Sayago,Zamora,13650,12250
municipios,15051,,Mugardos,A Coruña,16450,14350
municipios,32051,,Muíños,Ourense,15750,12950
municipios,30029,,Mula,Murcia,12950,10150
municipios,48068,,Mundaka,Vizcaya,20650,18550
municipios,50183,,Munébrega,Zaragoza,15750,12950
municipios,2053,,Munera,Albacete,12250,9450
municipios,48069,,Mungia,Vizcaya,22050,19950
municipios,44161,,Muniesa,Teruel,14350,10850
municipios,26098,,Munilla,La Rioja,15050,11550
municipios,48007,,Munitibar-Arbatzegi Gerrikaitz,Vizcaya,19950,17850
municipios,8129,,Muntanyola,Barcelo,20650,17150
municipios,5135,,Muña,Ávila,14350,12250
municipios,5136,,Muñico,Ávila,,9450
municipios,5138,,Muñogalindo,Ávila,16450,12250
municipios,5139,,Muñogrande,Ávila,,
municipios,5140,,Muñomer del Peco,Ávila,12250,11200
municipios,40135,,Muñopedro,Segovia,15750,12250
municipios,5141,,Muñopepe,Ávila,,13650
municipios,5142,,Muñosancho,Ávila,,10850
municipios,5143,,Muñotello,Ávila,,
municipios,40136,,Muñoveros,Segovia,14350,10850
municipios,8139,,Mura,Barcelo,17850,15750
municipios,27033,,Muras,Lugo,15050,12250
municipios,31176,,Murchante,varra,,
municipios,30030,,Murcia,Murcia,15050,12950
municipios,50184,,Murero,Zaragoza,,15050
municipios,24101,,Murias de Paredes,León,15750,15050
municipios,47100,,Muriel,Valladolid,12950,13650
municipios,42124,,Muriel de la Fuente,Soria,,
municipios,42125,,Muriel Viejo,Soria,,
municipios,31177,,Murieta,varra,,
municipios,50185,,Murillo de Gállego,Zaragoza,12950,12950
municipios,26099,,Murillo de Río Leza,La Rioja,15750,13650
municipios,31178,,Murillo el Cuende,varra,,
municipios,31179,,Murillo el Fruto,varra,,
municipios,3091,,Murla,Alicante,13650,12250
municipios,7039,,Muro,Baleares,17150,14350
municipios,26100,,Muro de Aguas,La Rioja,,
municipios,3092,,Muro de Alcoy,Alicante,13650,11550
municipios,26101,,Muro en Cameros,La Rioja,,
municipios,15053,,Muros,A Coruña,15050,12250
municipios,33039,,Muros de lón,Asturias,16450,14350
municipios,18141,,Murtas,Grada,12950,10850
municipios,48908,,Murueta,Vizcaya,26250,25550
municipios,31180,,Muruzábal,varra,,
municipios,46177,,Museros,Valencia,16450,13650
municipios,48071,,Muskiz,Vizcaya,19950,17850
municipios,20057,,Mutiloa,Gipuzkoa,26950,
municipios,20056,,Mutriku,Gipuzkoa,20650,
municipios,3090,,Mutxamel,Alicante,15750,12950
municipios,15052,,Muxía,A Coruña,12950,10850
municipios,48067,,Muxika,Vizcaya,22750,20650
municipios,48909,,barniz,Vizcaya,22750,19600
municipios,4065,,cimiento,Almería,12250,10150
municipios,42127,,fría de Ucero,Soria,,
municipios,26102,,Nájera,La Rioja,15750,12950
municipios,26103,,lda,La Rioja,15750,13650
municipios,25145,,lec,Lleida,,20650
municipios,45107,,mbroca,Toledo,17150,14350
municipios,46178,,Nàquera/Náquera,Valencia,16450,14350
municipios,16137,,rboneta,Cuenca,,
municipios,15054,,rón,A Coruña,16450,14350
municipios,5144,,rrillos del Álamo,Ávila,,
municipios,5145,,rrillos del Rebollar,Ávila,,
municipios,42128,,rros,Soria,,
municipios,37211,,rros de Matalayegua,Salamanca,13650,12250
municipios,5149,,rros de Saldueña,Ávila,14350,11550
municipios,5147,,rros del Castillo,Ávila,13650,11550
municipios,5148,,rros del Puerto,Ávila,,
municipios,25025,,ut Aran,Lleida,20650,17850
municipios,33040,,va,Asturias,16450,14350
municipios,5152,,va de Arévalo,Ávila,15050,12950
municipios,37213,,va de Béjar,Salamanca,,11550
municipios,37214,,va de Francia,Salamanca,15050,13650
municipios,40138,,va de la Asunción,Segovia,14350,12250
municipios,45108,,La va de Ricomalillo,Toledo,12250,10150
municipios,9229,,va de Roa,Burgos,16450,15750
municipios,6090,,La va de Santiago,Badajoz,10150,8750
municipios,37215,,va de Sotrobal,Salamanca,12600,10150
municipios,5153,,va del Barco,Ávila,,11550
municipios,47101,,va del Rey,Valladolid,12950,10850
municipios,21051,,La va,Huelva,12950,10150
municipios,37212,,vacarros,Salamanca,13650,11900
municipios,5151,,vacepedilla de Corneja,Ávila,,9450
municipios,28093,,vacerrada,Madrid,17850,15750
municipios,10130,,vaconcejo,Cáceres,11550,9450
municipios,5154,,vadijos,Ávila,,
municipios,5155,,vaescurial,Ávila,,
municipios,40139,,vafría,Segovia,16450,12250
municipios,45109,,vahermosa,Toledo,12250,9450
municipios,5156,,vahondilla,Ávila,12950,12950
municipios,12081,,vajas,Castellón,15050,12250
municipios,26104,,vajún,La Rioja,,
municipios,22160,,val,Huesca,15750,12950
municipios,5157,,valacruz,Ávila,17850,14700
municipios,28094,,valafuente,Madrid,15050,13650
municipios,28095,,valagamella,Madrid,14350,12250
municipios,45110,,valcán,Toledo,12250,10150
municipios,28096,,valcarnero,Madrid,17150,15050
municipios,42129,,valeno,Soria,16450,12950
municipios,37216,,vales,Salamanca,13650,11550
municipios,40140,,valilla,Segovia,,10150
municipios,40141,,valmanzano,Segovia,15750,12950
municipios,5158,,valmoral,Ávila,13650,11550
municipios,37217,,valmoral de Béjar,Salamanca,,
municipios,10131,,valmoral de la Mata,Cáceres,14350,12250
municipios,45111,,valmoralejo,Toledo,,
municipios,45112,,Los valmorales,Toledo,10150,8750
municipios,5159,,valonguilla,Ávila,12250,9450
municipios,5160,,valosa,Ávila,12950,10150
municipios,5161,,valperal de Pires,Ávila,11550,10150
municipios,5162,,valperal de Tormes,Ávila,,
municipios,13059,,valpino,Ciudad Real,11550,9450
municipios,45113,,Los valucillos,Toledo,11550,9450
municipios,5163,,valuenga,Ávila,11550,10150
municipios,10132,,valvillar de Ibor,Cáceres,10850,9450
municipios,6091,,valvillar de Pela,Badajoz,12250,10150
municipios,37218,,vamorales,Salamanca,,
municipios,45114,,vamorcuende,Toledo,12250,10850
municipios,5164,,vaquesera,Ávila,,
municipios,8140,,varcles,Barcelo,19950,17150
municipios,50186,,vardún,Zaragoza,,
municipios,40142,,vares de Ayuso,Segovia,,
municipios,40143,,vares de Enmedio,Segovia,,
municipios,40144,,vares de las Cuevas,Segovia,,
municipios,1041,,varidas,Álava,,
municipios,5165,,varredonda de Gredos,Ávila,15750,12250
municipios,37219,,varredonda de la Rincoda,Salamanca,12950,10850
municipios,28097,,varredonda y San Mamés,Madrid,18550,13650
municipios,5166,,varredondilla,Ávila,12950,11550
municipios,46179,,varrés,Valencia,13650,11550
municipios,26105,,varrete,La Rioja,17150,14350
municipios,5167,,varrevisca,Ávila,12950,11550
municipios,8141,,vàs,Barcelo,19250,16450
municipios,9230,,vas de Bureba,Burgos,,
municipios,13060,,vas de Este,Ciudad Real,12950,10150
municipios,19197,,Las vas de Jadraque,Guadalajara,,
municipios,2054,,vas de Jorquera,Albacete,12950,10850
municipios,41066,,Las vas de la Concepción,Sevilla,11550,10150
municipios,40145,,vas de Oro,Segovia,15050,12950
municipios,40904,,vas de Riofrío,Segovia,24850,21350
municipios,40146,,vas de San Antonio,Segovia,14350,12250
municipios,23063,,vas de San Juan,Jaén,10850,8750
municipios,10133,,vas del Madroño,Cáceres,12250,9800
municipios,5168,,Las vas del Marqués,Ávila,11550,9450
municipios,28099,,vas del Rey,Madrid,14350,11550
municipios,31181,,vascués/baskoze,varra,,
municipios,37221,,vasfrías,Salamanca,12250,10850
municipios,17111,,vata,Giro,19250,17150
municipios,5169,,vatalgordo,Ávila,13650,9450
municipios,5170,,vatejares,Ávila,,
municipios,25146,,vès,Lleida,17150,14350
municipios,10134,,vezuelas,Cáceres,11550,9450
municipios,33041,,via,Asturias,17850,15050
municipios,27034,,via de Suar,Lugo,15050,12950
municipios,49137,,vianos de Valverde,Zamora,12250,12250
municipios,31182,,zar,varra,,
municipios,9231,,Nebreda,Burgos,,
municipios,15055,,Neda,A Coruña,16450,14350
municipios,19198,,Negredo,Guadalajara,,
municipios,15056,,Negreira,A Coruña,15050,12250
municipios,37222,,Negrilla de Palencia,Salamanca,,
municipios,27035,,Negueira de Muñiz,Lugo,13650,12250
municipios,9232,,Neila,Burgos,,
municipios,5171,,Neila de San Miguel,Ávila,,
municipios,42130,,Nepas,Soria,,
municipios,29075,,Nerja,Málaga,12950,10150
municipios,2055,,Nerpio,Albacete,11550,9450
municipios,21052,,Nerva,Huelva,14350,12250
municipios,26106,,Nestares,La Rioja,,
municipios,18903,,Nevada,Grada,10850,8750
municipios,36034,,As Neves,Pontevedra,13650,10850
municipios,21053,,Niebla,Huelva,12950,10150
municipios,40148,,Nieva,Segovia,14350,12250
municipios,26107,,Nieva de Cameros,La Rioja,,
municipios,36035,,Nigrán,Pontevedra,17150,14350
municipios,18143,,Nigüelas,Grada,13650,10850
municipios,50187,,Nigüella,Zaragoza,,
municipios,5172,,Niharra,Ávila,14350,12950
municipios,4066,,Níjar,Almería,10150,8750
municipios,18144,,Nívar,Grada,15750,14350
municipios,31088,,Noáin (Valle de Elorz)/Noain (Elortzibar),varra,,
municipios,23064,,Noalejo,Jaén,10850,9450
municipios,45115,,Noblejas,Toledo,15050,12950
municipios,24102,,Noceda del Bierzo,León,20650,18550
municipios,45116,,Noez,Toledo,13650,10850
municipios,27037,,As Nogais,Lugo,14350,12250
municipios,34112,,Nogal de las Huertas,Palencia,,
municipios,6092,,Nogales,Badajoz,10150,8750
municipios,32052,,Nogueira de Ramuín,Ourense,15050,12950
municipios,44163,,Noguera de Albarracín,Teruel,12950,10150
municipios,44164,,Nogueras,Teruel,,
municipios,44165,,Nogueruelas,Teruel,13650,12250
municipios,15057,,Noia,A Coruña,15750,13650
municipios,39047,,Noja,Cantabria,14350,11550
municipios,42131,,Nolay,Soria,,
municipios,45117,,Nombela,Toledo,10850,8750
municipios,50188,,Nombrevilla,Zaragoza,,
municipios,50189,,Nospe,Zaragoza,12950,11550
municipios,33042,,Noreña,Asturias,17850,16450
municipios,8142,,La Nou de Berguedà,Barcelo,19250,19950
municipios,43097,,La Nou de Gaià,Tarrago,17150,14350
municipios,22162,,Novales,Huesca,24850,18550
municipios,50190,,Novallas,Zaragoza,15750,13650
municipios,3093,,Novelda,Alicante,13650,11550
municipios,46180,,Novelé/Novetlè,Valencia,15750,12950
municipios,45118,,Novés,Toledo,12250,10850
municipios,42132,,Noviercas,Soria,17150,13650
municipios,50191,,Novillas,Zaragoza,15750,12950
municipios,3094,,La Nucia,Alicante,14350,12250
municipios,22163,,Nueno,Huesca,25550,22050
municipios,14046,,Nueva Carteya,Córdoba,11550,9450
municipios,47102,,Nueva Villa de las Torres,Valladolid,14350,12250
municipios,50192,,Nuévalos,Zaragoza,17150,12950
municipios,28100,,Nuevo Baztán,Madrid,17150,15050
municipios,50193,,Nuez de Ebro,Zaragoza,18550,15750
municipios,12082,,Nules,Castellón,15750,12950
municipios,43098,,Nulles,Tarrago,17850,17150
municipios,45119,,Numancia de la Sagra,Toledo,12950,10850
municipios,45120,,Nuño Gómez,Toledo,12250,11550
municipios,10135,,Nuñomoral,Cáceres,12250,10850
municipios,31183,,Obanos,varra,,
municipios,14047,,Obejo,Córdoba,12950,11550
municipios,44167,,Obón,Teruel,,
municipios,45121,,Ocaña,Toledo,12950,11550
municipios,19199,,Ocentejo,Guadalajara,,
municipios,31185,,Ochagavía/Otsagabia,varra,,
municipios,26109,,Ochánduri,La Rioja,,
municipios,31184,,Oco,varra,,
municipios,26108,,Ocón,La Rioja,19250,17850
municipios,25148,,Odèn,Lleida,21350,17150
municipios,8143,,Òde,Barcelo,18550,15750
municipios,31186,,Odieta,varra,,
municipios,44168,,Odón,Teruel,15050,12950
municipios,24103,,Oencia,León,15050,12950
municipios,17112,,Ogassa,Giro,19600,17150
municipios,18145,,Ogíjares,Grada,15750,12950
municipios,4067,,Ohanes,Almería,12250,10150
municipios,36036,,Oia,Pontevedra,15050,12950
municipios,20063,,Oiartzun,Gipuzkoa,22050,
municipios,32053,,Oímbra,Ourense,12950,10150
municipios,31187,,Oiz,varra,,
municipios,26110,,Ojacastro,La Rioja,12250,11550
municipios,29076,,Ojén,Málaga,13650,10850
municipios,30031,,Ojós,Murcia,13650,12250
municipios,44169,,Ojos Negros,Teruel,14700,12950
municipios,5173,,Ojos-Albos,Ávila,,
municipios,1042,,Okondo,Álava,,
municipios,20058,,Olaberria,Gipuzkoa,22750,
municipios,31188,,Olaibar,varra,,
municipios,31189,,Olazti/Olazagutía,varra,,
municipios,44171,,Olba,Teruel,12250,10150
municipios,34113,,Olea de Boedo,Palencia,,
municipios,15058,,Oleiros,A Coruña,19950,17150
municipios,31190,,Olejua,varra,,
municipios,8145,,Olèrdola,Barcelo,19950,17150
municipios,8146,,Olesa de Bonesvalls,Barcelo,19950,15050
municipios,8147,,Olesa de Montserrat,Barcelo,19250,16450
municipios,25149,,Olia,Lleida,17850,15750
municipios,45122,,Olías del Rey,Toledo,19250,16450
municipios,44172,,Oliete,Teruel,15750,11550
municipios,25150,,Oliola,Lleida,19950,17850
municipios,31191,,Olite/Erriberri,varra,,
municipios,25151,,Olius,Lleida,20650,17150
municipios,46181,,Oliva,Valencia,13650,11550
municipios,6093,,Oliva de la Frontera,Badajoz,11550,9450
municipios,6094,,Oliva de Mérida,Badajoz,10850,9450
municipios,10136,,Oliva de Plasencia,Cáceres,11550,11550
municipios,35014,,La Oliva,Las Palmas,12950,10850
municipios,19200,,El Olivar,Guadalajara,,
municipios,41067,,Olivares,Sevilla,11550,9450
municipios,47103,,Olivares de Duero,Valladolid,13650,12950
municipios,16139,,Olivares de Júcar,Cuenca,11550,10150
municipios,8148,,Olivella,Barcelo,17850,15750
municipios,6095,,Olivenza,Badajoz,12250,9450
municipios,26111,,Ollauri,La Rioja,17150,15750
municipios,46183,,L'Olleria,Valencia,14350,11550
municipios,19201,,Olmeda de Cobeta,Guadalajara,,
municipios,19202,,La Olmeda de Jadraque,Guadalajara,,
municipios,16140,,Olmeda de la Cuesta,Cuenca,,
municipios,28101,,Olmeda de las Fuentes,Madrid,17150,17150
municipios,16141,,Olmeda del Rey,Cuenca,10850,10850
municipios,16142,,Olmedilla de Alarcón,Cuenca,12950,11900
municipios,16143,,Olmedilla de Eliz,Cuenca,,
municipios,9235,,Olmedillo de Roa,Burgos,12250,11550
municipios,47104,,Olmedo,Valladolid,16450,12950
municipios,37223,,Olmedo de Camaces,Salamanca,,13650
municipios,49138,,Olmillos de Castro,Zamora,11550,10150
municipios,9236,,Olmillos de Muñó,Burgos,,
municipios,47105,,Olmos de Esgueva,Valladolid,16450,12250
municipios,34114,,Olmos de Ojeda,Palencia,15050,12950
municipios,47106,,Olmos de Peñafiel,Valladolid,,
municipios,44173,,Los Olmos,Teruel,13650,13650
municipios,46182,,Olocau,Valencia,16450,15050
municipios,12083,,Olocau del Rey,Castellón,14350,13650
municipios,40149,,Olombrada,Segovia,14350,11550
municipios,31192,,Olóriz/Oloritz,varra,,
municipios,8149,,Olost,Barcelo,19950,17150
municipios,17114,,Olot,Giro,17850,15750
municipios,25152,,Les Oluges,Lleida,21350,19250
municipios,4068,,Olula de Castro,Almería,15750,14350
municipios,4069,,Olula del Río,Almería,12950,10150
municipios,8144,,Olvan,Barcelo,17850,15750
municipios,42134,,Ólvega,Soria,18550,15750
municipios,22164,,Olve,Huesca,,
municipios,11024,,Olvera,Cádiz,12250,10850
municipios,50194,,Olvés,Zaragoza,14000,12950
municipios,24104,,Las Omañas,León,15050,12250
municipios,25153,,Els Omellons,Lleida,16450,13650
municipios,25154,,Els Omells de  Gaia,Lleida,16450,12950
municipios,42135,,Oncala,Soria,,
municipios,12084,,Onda,Castellón,16450,12950
municipios,3095,,Ondara,Alicante,12950,10850
municipios,48073,,Ondarroa,Vizcaya,19250,17850
municipios,3096,,Onil,Alicante,15750,12950
municipios,33043,,Onís,Asturias,12950,10150
municipios,45123,,Ontígola,Toledo,17150,15050
municipios,46184,,Ontinyent,Valencia,14350,12250
municipios,22165,,Ontiñe,Huesca,18550,14350
municipios,2056,,Ontur,Albacete,12250,9450
municipios,24105,,Onzonilla,León,16450,14350
municipios,9238,,Oña,Burgos,17150,15750
municipios,20059,,Oñati,Gipuzkoa,26250,
municipios,9239,,Oquillas,Burgos,,
municipios,3097,,Orba,Alicante,13650,12250
municipios,37224,,La Orbada,Salamanca,15050,12250
municipios,31195,,Orbaizeta,varra,,
municipios,9241,,Orbaneja Riopico,Burgos,17850,16450
municipios,31196,,Orbara,varra,,
municipios,5174,,Orbita,Ávila,,
municipios,50195,,Orcajo,Zaragoza,,
municipios,18146,,Orce,Grada,11550,9450
municipios,23065,,Orcera,Jaén,12250,10150
municipios,15059,,Ordes,A Coruña,15750,13650
municipios,19203,,El Ordial,Guadalajara,,
municipios,17115,,Ordis,Giro,21350,17850
municipios,20076,,Ordizia,Gipuzkoa,22050,
municipios,19204,,Orea,Guadalajara,14350,12950
municipios,40150,,Oreja,Segovia,,
municipios,6096,,Orella de la Sierra,Badajoz,10850,10150
municipios,6097,,Orella la Vieja,Badajoz,13650,11550
municipios,20905,,Orendain,Gipuzkoa,24850,
municipios,50196,,Orera,Zaragoza,17850,15050
municipios,50197,,Orés,Zaragoza,17150,11550
municipios,20060,,Orexa,Gipuzkoa,19950,
municipios,25155,,Organyà,Lleida,15750,14350
municipios,45124,,Orgaz,Toledo,15050,11550
municipios,18147,,Órgiva,Grada,10850,9450
municipios,4070,,Oria,Almería,11550,10150
municipios,3099,,Orihuela,Alicante,12950,10850
municipios,44174,,Orihuela del Tremedal,Teruel,15750,13650
municipios,20061,,Orio,Gipuzkoa,22050,
municipios,8150,,Orís,Barcelo,21350,18550
municipios,31197,,Orísoain,varra,,
municipios,8151,,Oristà,Barcelo,21350,18550
municipios,31906,,Orkoien,varra,,
municipios,20062,,Ormaiztegi,Gipuzkoa,22750,
municipios,31198,,Oronz/Orontze,varra,,
municipios,45125,,Oropesa,Toledo,13650,11550
municipios,12085,,Oropesa del Mar/Orpesa,Castellón,12950,10150
municipios,15060,,Oroso,A Coruña,16450,14350
municipios,38026,,La Orotava,Santa Cruz de Tenerife,13650,10850
municipios,31199,,Oroz-Betelu/Orotz-Betelu,varra,,
municipios,48075,,Orozko,Vizcaya,22050,19250
municipios,8152,,Orpí,Barcelo,17150,16450
municipios,31211,,Orreaga/Roncesvalles,varra,,
municipios,44175,,Orrios,Teruel,14350,12250
municipios,8153,,Òrrius,Barcelo,19950,18550
municipios,26112,,Ortigosa de Cameros,La Rioja,17150,14000
municipios,40151,,Ortigosa de Pestaño,Segovia,,
municipios,40901,,Ortigosa del Monte,Segovia,16450,15050
municipios,15061,,Ortigueira,A Coruña,14350,12250
municipios,48083,,Ortuella,Vizcaya,18550,16450
municipios,28102,,Orusco de Tajuña,Madrid,14350,11550
municipios,3098,,Orxeta,Alicante,15050,11550
municipios,25156,,Os de Balaguer,Lleida,17850,15050
municipios,16145,,Osa de la Vega,Cuenca,12250,10150
municipios,50198,,Oseja,Zaragoza,,
municipios,24106,,Oseja de Sajambre,León,15750,15050
municipios,50199,,Osera de Ebro,Zaragoza,17150,14350
municipios,5175,,El Oso,Ávila,10850,11550
municipios,17116,,Osor,Giro,19250,15750
municipios,34116,,Osornillo,Palencia,,
municipios,34901,,Osorno la Mayor,Palencia,16450,14350
municipios,2057,,Ossa de Montiel,Albacete,12250,9450
municipios,22167,,Osso de Cinca,Huesca,14350,12950
municipios,25157,,Ossó de Sió,Lleida,22750,18550
municipios,41068,,Osu,Sevilla,12250,10150
municipios,31200,,Oteiza,varra,,
municipios,45126,,Otero,Toledo,12250,10850
municipios,49139,,Otero de Bodas,Zamora,14350,13650
municipios,40152,,Otero de Herreros,Segovia,15750,14350
municipios,18148,,Otívar,Grada,10850,9450
municipios,46185,,Otos,Valencia,13650,11550
municipios,48072,,Otxandio,Vizcaya,21350,19250
municipios,32054,,Ourense,Ourense,16450,14350
municipios,27038,,Ourol,Lugo,14350,12250
municipios,27039,,Outeiro de Rei,Lugo,17850,15050
municipios,15062,,Outes,A Coruña,15050,12950
municipios,33044,,Oviedo,Asturias,19250,17150
municipios,1043,,Oyón-Oion,Álava,,
municipios,15063,,,,,
municipios,15902,,Oza-Cesuras,A Coruña,15750,13650
municipios,8154,,Pacs del Penedès,Barcelo,21350,19600
municipios,15064,,Paderne,A Coruña,16450,15050
municipios,32055,,Paderne de Allariz,Ourense,16450,13650
municipios,5176,,Padiernos,Ávila,17150,14350
municipios,9242,,Padilla de Abajo,Burgos,,
municipios,9243,,Padilla de Arriba,Burgos,,
municipios,32056,,Padrenda,Ourense,12250,10150
municipios,15065,,Padrón,A Coruña,15750,12950
municipios,9244,,Padrones de Bureba,Burgos,,
municipios,18150,,Padul,Grada,12950,10850
municipios,4071,,Padules,Almería,14000,11550
municipios,46186,,Paiporta,Valencia,15750,12950
municipios,35015,,Pájara,Las Palmas,15050,13650
municipios,40154,,Pajarejos,Segovia,,
municipios,5177,,Pajares de Adaja,Ávila,15050,12250
municipios,37225,,Pajares de la Lagu,Salamanca,17850,12250
municipios,49141,,Pajares de la Lamprea,Zamora,11550,10150
municipios,24107,,Pajares de los Oteros,León,15750,12950
municipios,16146,,Pajarón,Cuenca,,
municipios,16147,,Pajaroncillo,Cuenca,,
municipios,5178,,Palacios de Goda,Ávila,14350,12950
municipios,9246,,Palacios de la Sierra,Burgos,15050,12950
municipios,24108,,Palacios de la Valduer,León,14350,12250
municipios,9247,,Palacios de Riopisuerga,Burgos,,
municipios,49143,,Palacios de Sabria,Zamora,12950,11550
municipios,37226,,Palacios del Arzobispo,Salamanca,14350,10150
municipios,49142,,Palacios del Pan,Zamora,14350,11550
municipios,24109,,Palacios del Sil,León,19950,16450
municipios,41069,,Los Palacios y Villafranca,Sevilla,11550,8750
municipios,37228,,Palaciosrubios,Salamanca,12950,10850
municipios,8155,,Palafolls,Barcelo,17850,15050
municipios,17117,,Palafrugell,Giro,14350,12250
municipios,17118,,Palamós,Giro,17150,13650
municipios,12087,,Palanques,Castellón,,
municipios,27040,,Palas de Rei,Lugo,14350,12250
municipios,25158,,El Palau d'Anglesola,Lleida,18550,15750
municipios,17119,,Palau de Santa Eulàlia,Giro,,
municipios,17121,,Palau-sator,Giro,19250,15750
municipios,17120,,Palau-saverdera,Giro,17850,15050
municipios,8156,,Palau-solità i Plegamans,Barcelo,21350,17850
municipios,47109,,Palazuelo de Vedija,Valladolid,15050,10150
municipios,40155,,Palazuelos de Eresma,Segovia,18550,16450
municipios,9248,,Palazuelos de la Sierra,Burgos,,
municipios,9249,,Palazuelos de Muñó,Burgos,,
municipios,34120,,Palencia,Palencia,17850,15750
municipios,37229,,Palencia de Negrilla,Salamanca,14350,12600
municipios,14048,,Palencia,Córdoba,12250,10150
municipios,34121,,Palenzuela,Palencia,15050,11550
municipios,43100,,Els Pallaresos,Tarrago,22050,19250
municipios,8157,,Pallejà,Barcelo,21350,18550
municipios,7040,,Palma,Baleares,17850,15050
municipios,8905,,La Palma de Cervelló,Barcelo,22750,19250
municipios,46187,,Palma de Gandía,Valencia,15050,12950
municipios,43099,,La Palma d'Ebre,Tarrago,14350,12250
municipios,21054,,La Palma del Condado,Huelva,13650,10850
municipios,14049,,Palma del Río,Córdoba,12250,10150
municipios,19208,,Pálmaces de Jadraque,Guadalajara,,
municipios,41904,,El Palmar de Troya,Sevilla,9450,
municipios,35016,,Las Palmas de Gran Caria,Las Palmas,15750,12950
municipios,46188,,Palmera,Valencia,15050,12250
municipios,17122,,,,,
municipios,22168,,Palo,Huesca,,
municipios,17123,,Palol de Revardit,Giro,22050,19250
municipios,44176,,Palomar de Arroyos,Teruel,20650,18550
municipios,46189,,El Palomar,Valencia,15050,12250
municipios,16148,,Palomares del Campo,Cuenca,11550,10150
municipios,41070,,Palomares del Río,Sevilla,17150,14350
municipios,6098,,Palomas,Badajoz,10150,8050
municipios,45127,,Palomeque,Toledo,13650,10850
municipios,16149,,Palomera,Cuenca,19250,19950
municipios,10137,,Palomero,Cáceres,11550,11550
municipios,21055,,Palos de la Frontera,Huelva,15050,12950
municipios,17124,,Pals,Giro,17850,15050
municipios,18151,,Pampaneira,Grada,11550,8750
municipios,9250,,Pampliega,Burgos,21350,15050
municipios,31201,,Pamplo/Iruña,varra,,
municipios,9251,,Pancorbo,Burgos,16450,15050
municipios,44177,,Pancrudo,Teruel,17150,10850
municipios,50200,,Paniza,Zaragoza,15050,14350
municipios,22170,,Panticosa,Huesca,19950,16450
municipios,45128,,Pantoja,Toledo,12950,10850
municipios,27041,,Pantón,Lugo,13650,12250
municipios,5179,,Papatrigo,Ávila,13650,10150
municipios,8158,,El Papiol,Barcelo,20650,17150
municipios,16150,,Paracuellos,Cuenca,,
municipios,28104,,Paracuellos de Jarama,Madrid,24850,22750
municipios,50201,,Paracuellos de Jiloca,Zaragoza,17850,14350
municipios,50202,,Paracuellos de la Ribera,Zaragoza,12250,11550
municipios,37230,,Parada de Arriba,Salamanca,16100,12600
municipios,37231,,Parada de Rubiales,Salamanca,15050,12950
municipios,32057,,Parada de Sil,Ourense,16450,13650
municipios,41071,,Paradas,Sevilla,11550,9450
municipios,27042,,Paradela,Lugo,15050,11550
municipios,37232,,Paradis de San Juan,Salamanca,15750,11550
municipios,34122,,Páramo de Boedo,Palencia,,
municipios,24110,,Páramo del Sil,León,19250,16450
municipios,27043,,O Páramo,Lugo,14350,11900
municipios,29077,,Parauta,Málaga,12250,11550
municipios,3100,,Parcent,Alicante,12950,10850
municipios,9253,,Pardilla,Burgos,20650,15750
municipios,17125,,Pardines,Giro,19250,14350
municipios,19209,,Pardos,Guadalajara,,
